order_id,customer_id,item_name,category,quantity,price,payment_method,order_status,order_timestamp,rating,delivery_time_mins,city
ORD006573,CUST0509,Classic Burger,Burgers,3,545.49,Net Banking,Pending,2023-02-16 10:07:00,,23.0,Pune
ORD004889,CUST0100,Bruschetta,Starters,3,406.47,Digital Wallet,Delivered,2023-09-18 13:23:00,2.9,38.0,Chennai
ORD006960,CUST0077,Mango Lassi,Drinks,2,158.46,UPI,Delivered,2022-10-14 19:37:00,4.9,32.0,Chennai
ORD003580,CUST0425,Tiramisu,Desserts,2,398.7,Net Banking,Pending,2023-01-20 10:04:00,4.2,17.0,Hyderabad
ORD004700,CUST0243,Chicken Tikka Masala,Main Course,1,340.92,Digital Wallet,Delivered,2023-03-18 19:20:00,,20.0,Chennai
ORD005362,CUST0661,Chicken Biryani,Main Course,1,335.34,UPI,Pending,2023-05-03 19:45:00,4.9,41.0,Pune
ORD003652,CUST0356,Cold Brew Coffee,Drinks,1,143.86,Net Banking,In Progress,2023-10-13 13:35:00,3.1,30.0,Chennai
ORD004792,CUST0656,Gulab Jamun,Desserts,2,152.99,Digital Wallet,Delivered,2023-04-13 21:27:00,2.9,,
ORD003073,CUST0237,Ice Cream Sundae,Desserts,2,309.75,UPI,Cancelled,2023-03-26 19:38:00,3.6,40.0,Chennai
ORD001658,CUST0788,Chicken Tikka Masala,Main Course,2,688.79,UPI,In Progress,2023-08-24 13:17:00,4.8,64.0,Bangalore
ORD002896,CUST0677,Farmhouse Pizza,Pizza,4,1334.27,,Delivered,2023-05-24 13:48:00,2.8,64.0,Pune
ORD005453,CUST0404,Veg Biryani,Main Course,3,814.74,Credit Card,Pending,2023-09-13 11:41:00,3.0,33.0,Hyderabad
ORD003606,CUST0548,BBQ Chicken Pizza,Pizza,3,1146.98,UPI,Delivered,2023-01-12 15:58:00,,29.0,Bangalore
ORD003221,CUST0697,Chicken Burger,Burgers,2,402.13,UPI,Delivered,2023-08-01 13:43:00,3.9,58.0,Chennai
ORD006733,CUST0049,Garlic Naan,Breads,1,61.6,Cash,Delivered,2023-07-23 21:19:00,3.2,58.0,Hyderabad
ORD003379,CUST0048,Chicken Burger,Burgers,2,412.38,Credit Card,Delivered,2022-10-08 12:14:00,3.4,19.0,Hyderabad
ORD002447,CUST0644,Pepperoni Pizza,Pizza,4,1410.27,Net Banking,Cancelled,2023-06-25 08:25:00,4.2,16.0,Delhi
ORD001342,CUST0077,Classic Burger,BURGERS,2,375.75,Cash,Delivered,2022-11-13 17:16:00,3.0,56.0,Hyderabad
ORD005783,CUST0432,Onion Rings,Starters,4,428.0,Credit Card,Delivered,2023-08-30 08:41:00,4.0,15.0,Bangalore
ORD003527,CUST0768,Garlic Naan,Breads,2,123.36,Digital Wallet,Cancelled,2023-06-10 13:28:00,4.7,64.0,Delhi
ORD001727,CUST0167,Strawberry Shake,Drinks,2,236.95,Cash,Delivered,2023-06-06 13:58:00,2.9,29.0,Delhi
ORD005767,CUST0746,Pasta Arrabbiata,Main Course,4,971.46,Cash,Delivered,2023-10-16 14:44:00,3.8,19.0,Pune
ORD001976,CUST0173,Tiramisu,Desserts,1,203.46,UPI,Delivered,2023-07-08 22:29:00,3.7,49.0,Delhi
ORD003943,CUST0600,Margherita Pizza,Pizza,2,570.63,Cash,Cancelled,2023-07-30 19:56:00,3.8,75.0,Delhi
ORD006214,CUST0153,Veg Supreme Pizza,Pizza,1,290.75,UPI,Cancelled,2023-09-28 12:02:00,3.2,26.0,Hyderabad
ORD002928,CUST0188,Chicken Fried Rice,Main Course,2,487.41,Credit Card,In Progress,2022-12-29 20:27:00,4.2,47.0,Pune
ORD004771,CUST0482,Grilled Salmon,Main Course,4,1875.68,Cash,Cancelled,2023-08-18 20:47:00,4.1,69.0,
ORD006817,CUST0105,Chicken Fried Rice,Main Course,4,1029.75,UPI,Delivered,2023-01-28 21:35:00,3.0,42.0,Bangalore
ORD002299,CUST0658,Garlic Naan,Breads,2,114.16,UPI,Cancelled,2023-02-17 08:17:00,2.6,59.0,Pune
ORD005214,CUST0612,Mushroom Risotto,Main Course,2,605.68,UPI,In Progress,2023-08-26 09:48:00,4.8,39.0,Bangalore
ORD006562,CUST0404,Veg Burger,Burgers,3,450.52,Debit Card,Cancelled,2023-06-19 16:51:00,3.3,16.0,Chennai
ORD001660,CUST0661,Palak Paneer,Main Course,1,248.8,UPI,Delivered,2023-01-11 18:11:00,2.9,64.0,Hyderabad
ORD002790,CUST0800,Butter Chicken,Main Course,1,326.2,Cash,Delivered,2022-11-29 20:27:00,4.9,70.0,Mumbai
ORD004861,CUST0319,Spring Rolls,Starters,1,0.0,Net Banking,Cancelled,2022-10-11 12:41:00,3.1,61.0,Delhi
ORD005025,CUST0218,Kheer,Desserts,1,85.99,Net Banking,In Progress,2023-07-07 13:59:00,3.2,,Hyderabad
ORD001493,CUST0207,Veg Manchurian,Starters,4,660.49,Net Banking,Pending,2023-08-24 14:00:00,3.2,17.0,Chennai
ORD004176,CUST0663,Gulab Jamun,DESSERTS,5,398.0,Credit Card,Cancelled,2022-10-02 20:36:00,4.0,47.0,Delhi
ORD005253,CUST0512,Pepperoni Pizza,PIZZA,1,365.05,Cash,Delivered,2023-09-02 10:07:00,,63.0,Bangalore
ORD005882,CUST0615,Kheer,Desserts,1,85.52,Digital Wallet,Pending,2023-04-11 22:06:00,4.8,15.0,Hyderabad
ORD005073,CUST0721,Grilled Sandwich,Sandwiches,1,135.14,Debit Card,Delivered,2023-01-14 16:16:00,3.3,47.0,Delhi
ORD006576,CUST0190,Ice Cream Sundae,Desserts,1,156.38,,Delivered,2023-07-17 19:13:00,3.2,27.0,Pune
ORD006366,CUST0115,Grilled Salmon,Main Course,4,1784.4,Digital Wallet,Pending,2023-06-07 08:07:00,4.5,52.0,Bangalore
ORD002085,CUST0096,Margherita Pizza,Pizza,1,270.24,Net Banking,Delivered,2023-05-26 08:40:00,4.7,66.0,Pune
ORD006717,CUST0498,Mutton Curry,Main Course,3,1141.27,Credit Card,In Progress,2023-06-02 20:07:00,4.3,23.0,Mumbai
ORD001694,CUST0395,Ice Cream Sundae,Desserts,2,306.12,Net Banking,Delivered,2022-10-01 21:04:00,3.8,33.0,
ORD002278,CUST0506,Garlic Bread,Starters,2,186.11,Debit Card,Cancelled,2023-10-25 11:49:00,3.3,36.0,Delhi
ORD005270,CUST0600,BLT Sandwich,Sandwiches,1,175.78,Net Banking,Delivered,2022-12-07 20:43:00,2.5,28.0,Chennai
ORD002621,CUST0193,Veg Biryani,Main Course,2,508.48,Digital Wallet,Delivered,2023-08-03 13:42:00,4.5,59.0,Bangalore
ORD003561,CUST0362,Paneer Butter Masala,Main Course,1,277.8,Cash,Delivered,2023-04-26 08:12:00,3.8,16.0,Mumbai
ORD005229,CUST0184,Tandoori Roti,Breads,5,145.34,Net Banking,Pending,2022-12-02 20:09:00,4.9,20.0,Pune
ORD005091,CUST0285,Cold Brew Coffee,Drinks,1,156.66,UPI,Pending,2022-11-08 20:14:00,2.9,58.0,Delhi
ORD001067,CUST0502,Chocolate Brownie,Desserts,1,120.07,Cash,Cancelled,2023-03-24 08:26:00,4.9,55.0,Hyderabad
ORD006567,CUST0236,Chicken Burger,Burgers,1,191.96,UPI,Delivered,2023-02-25 14:11:00,2.6,34.0,Mumbai
ORD004074,CUST0544,Cold Brew Coffee,Drinks,2,286.89,Debit Card,Cancelled,2023-08-03 19:45:00,3.6,55.0,Pune
ORD003269,CUST0476,Paratha,Breads,1,50.02,Net Banking,Delivered,2023-10-20 08:46:00,4.4,57.0,Bangalore
ORD005259,CUST0407,Grilled Salmon,Main Course,1,0.0,Credit Card,Delivered,2022-12-26 14:38:00,3.9,47.0,Bangalore
ORD005770,CUST0739,Paneer Butter Masala,MAIN COURSE,4,1113.72,Cash,In Progress,2023-08-15 13:41:00,3.5,23.0,Hyderabad
ORD001820,CUST0567,Fresh Lime Soda,Drinks,1,57.36,Cash,Delivered,2022-10-10 13:20:00,4.7,41.0,Hyderabad
ORD002226,CUST0452,Gulab Jamun,Desserts,4,312.85,Credit Card,Delivered,2023-08-09 16:04:00,4.4,32.0,Bangalore
ORD002677,CUST0403,Cheesecake,Desserts,2,359.87,Debit Card,In Progress,2023-01-23 19:02:00,2.9,45.0,Hyderabad
ORD006059,CUST0492,Egg Curry,Main Course,1,184.05,Net Banking,Delivered,2023-09-08 19:42:00,2.7,58.0,Pune
ORD003867,CUST0122,Farmhouse Pizza,Pizza,1,331.23,Net Banking,Pending,2023-04-27 18:52:00,2.5,25.0,Mumbai
ORD005417,CUST0328,Fish Curry,Main Course,2,672.54,Credit Card,Delivered,11/05/2023 12:36,,45.0,Hyderabad
ORD003367,CUST0141,Veg Manchurian,Starters,2,330.79,UPI,Pending,2023-06-25 20:30:00,4.4,60.0,Delhi
ORD004101,CUST0540,Fish Fingers,Starters,2,428.57,Digital Wallet,Cancelled,2023-09-10 20:45:00,2.6,18.0,Hyderabad
ORD004964,CUST0025,Veg Supreme Pizza,Pizza,3,902.17,Cash,Cancelled,2022-12-21 09:36:00,4.2,22.0,Delhi
ORD003512,CUST0069,Ice Cream Sundae,Desserts,1,144.39,Debit Card,Delivered,2022-10-06 08:57:00,2.6,57.0,Pune
ORD003723,CUST0523,Egg Curry,Main Course,1,187.73,Debit Card,Cancelled,2023-01-18 21:30:00,3.5,70.0,Hyderabad
ORD006396,CUST0708,Rasgulla,Desserts,2,138.57,Net Banking,Cancelled,2022-11-12 14:25:00,4.2,48.0,Hyderabad
ORD006152,CUST0065,Palak Paneer,Main Course,5,1287.24,Digital Wallet,Delivered,2023-06-18 13:35:00,3.9,71.0,Delhi
ORD005477,CUST0709,Gulab Jamun,Desserts,2,154.42,Net Banking,Delivered,2023-01-05 10:02:00,4.1,28.0,Hyderabad
ORD002143,CUST0277,Garlic Naan,Breads,1,58.98,Net Banking,Delivered,2023-08-10 20:24:00,4.8,52.0,Hyderabad
ORD001397,CUST0155,Cheese Burst Burger,Burgers,1,223.98,Credit Card,Delivered,2023-06-29 12:03:00,3.4,51.0,Hyderabad
ORD001786,CUST0429,Mushroom Risotto,Main Course,4,1212.01,Credit Card,Cancelled,2023-02-22 19:12:00,4.5,16.0,Bangalore
ORD006187,CUST0661,Ice Cream Sundae,Desserts,5,723.21,Digital Wallet,Delivered,03/09/2023 13:26,,74.0,
ORD004989,CUST0188,Chicken Burger,Burgers,1,196.09,Credit Card,Delivered,2023-10-06 12:44:00,2.7,36.0,Hyderabad
ORD002398,CUST0335,Garlic Bread,Starters,1,89.43,Digital Wallet,Cancelled,2022-10-17 21:55:00,3.2,36.0,Pune
ORD002659,CUST0767,Chicken Burger,Burgers,2,400.56,Digital Wallet,Pending,2023-09-07 20:46:00,2.7,24.0,Hyderabad
ORD004403,CUST0429,Ice Cream Sundae,Desserts,1,153.89,Debit Card,Delivered,2022-12-19 09:54:00,3.4,75.0,Hyderabad
ORD003220,CUST0065,Dal Makhani,Main Course,2,451.65,UPI,Pending,2023-04-29 13:19:00,4.0,46.0,Mumbai
ORD001979,CUST0590,Naan,Breads,2,79.94,Digital Wallet,Delivered,2023-09-20 12:14:00,4.1,39.0,Pune
ORD003331,CUST0209,Chocolate Brownie,Desserts,2,247.32,Debit Card,Delivered,2023-09-06 08:23:00,3.2,41.0,Mumbai
ORD002298,CUST0601,Cold Brew Coffee,Drinks,5,727.19,Debit Card,Delivered,2023-04-03 15:00:00,,38.0,Bangalore
ORD004290,CUST0153,Garlic Bread,Starters,2,188.6,Net Banking,Cancelled,2022-12-11 20:34:00,4.5,73.0,Mumbai
ORD004869,CUST0523,Pasta Arrabbiata,Main Course,1,234.07,Cash,In Progress,2023-03-24 20:26:00,4.3,44.0,Pune
ORD001082,CUST0299,Chicken Tikka Masala,Main Course,1,313.59,Cash,Delivered,19/05/2023 19:30,3.2,33.0,Pune
ORD004163,CUST0162,Gulab Jamun,Desserts,2,165.22,Debit Card,Pending,2023-09-24 08:51:00,3.4,41.0,Delhi
ORD006015,CUST0773,Fish Curry,Main Course,2,650.16,Credit Card,Delivered,2022-12-24 20:46:00,3.9,74.0,Mumbai
ORD005733,CUST0647,Chicken Fried Rice,Main Course,2,500.55,Credit Card,Delivered,2023-03-12 20:21:00,4.8,57.0,Bangalore
ORD005012,CUST0567,Garlic Naan,Breads,1,59.22,Net Banking,Delivered,2023-04-30 09:10:00,4.9,56.0,Mumbai
ORD005766,CUST0461,Mojito,Drinks,1,127.77,Digital Wallet,In Progress,2023-08-29 12:20:00,,73.0,Bangalore
ORD004321,CUST0516,Mango Lassi,Drinks,1,81.29,Digital Wallet,Delivered,2023-07-10 21:20:00,5.0,56.0,Hyderabad
ORD003903,CUST0700,Garlic Bread,Starters,1,91.28,Digital Wallet,Delivered,2023-03-14 08:09:00,4.9,74.0,Hyderabad
ORD001423,CUST0423,Kheer,Desserts,1,89.98,,Pending,2023-08-31 08:25:00,3.9,67.0,Mumbai
ORD006239,CUST0787,Chicken Soup,Starters,2,310.41,UPI,Delivered,2023-02-09 21:52:00,4.0,54.0,Mumbai
ORD002904,CUST0465,Veg Burger,Burgers,3,453.76,Cash,Delivered,2022-10-09 20:14:00,3.2,42.0,Bangalore
ORD006492,CUST0659,Veg Fried Rice,Main Course,2,390.45,Cash,In Progress,2022-10-06 18:38:00,3.0,58.0,Bangalore
ORD002530,CUST0094,Chicken Fried Rice,Main Course,1,256.15,Cash,Cancelled,2022-11-11 10:45:00,4.5,29.0,
ORD005292,CUST0379,Cold Coffee,Drinks,1,102.46,UPI,Delivered,2023-02-17 08:28:00,2.9,64.0,Mumbai
ORD002565,CUST0214,Mango Lassi,Drinks,2,160.8,Credit Card,Pending,2022-10-21 10:02:00,3.7,37.0,
ORD005479,CUST0445,Farmhouse Pizza,PIZZA,1,318.31,Digital Wallet,Delivered,2023-10-05 13:18:00,4.8,65.0,Chennai
ORD003749,CUST0340,BLT Sandwich,Sandwiches,3,505.03,Digital Wallet,Delivered,2023-07-22 08:52:00,4.9,73.0,Hyderabad
ORD001839,CUST0533,Mojito,Drinks,2,257.14,Digital Wallet,Delivered,2023-10-04 20:08:00,3.0,47.0,
ORD001500,CUST0324,Veg Biryani,Main Course,1,256.95,UPI,Delivered,2023-01-21 19:14:00,,15.0,Pune
ORD005450,CUST0320,Chocolate Brownie,Desserts,1,121.96,Debit Card,Pending,2023-04-01 08:02:00,3.3,75.0,Pune
ORD001141,CUST0236,Bruschetta,Starters,2,258.2,Digital Wallet,Pending,2022-12-06 13:45:00,4.6,66.0,Bangalore
ORD005997,CUST0137,Veg Biryani,Main Course,1,252.68,Debit Card,Delivered,2022-11-15 20:20:00,4.9,72.0,Mumbai
ORD003605,CUST0603,Ice Cream Sundae,Desserts,4,621.69,Digital Wallet,Cancelled,2023-02-11 08:32:00,4.8,15.0,Delhi
ORD004580,CUST0550,Chicken Biryani,Main Course,2,720.65,Cash,In Progress,2023-06-10 08:00:00,3.3,75.0,Delhi
ORD002377,CUST0053,Gulab Jamun,Desserts,3,239.45,Debit Card,In Progress,2022-11-20 16:50:00,2.7,45.0,Mumbai
ORD005706,CUST0287,BLT Sandwich,Sandwiches,4,711.87,,Cancelled,2023-09-20 21:50:00,,22.0,Bangalore
ORD006941,CUST0732,Grilled Salmon,Main Course,5,2164.19,UPI,Cancelled,2023-02-22 20:17:00,4.6,32.0,Hyderabad
ORD003266,CUST0282,Paneer Butter Masala,Main Course,1,293.61,Debit Card,Pending,2023-06-09 20:05:00,2.5,67.0,Mumbai
ORD004098,CUST0557,Dal Makhani,Main Course,2,452.79,UPI,In Progress,2023-02-16 17:31:00,4.0,75.0,Chennai
ORD002138,CUST0017,Pasta Arrabbiata,Main Course,1,240.8,Cash,Cancelled,2023-06-28 08:41:00,2.7,66.0,Hyderabad
ORD003257,CUST0701,BBQ Chicken Pizza,Pizza,2,745.73,Net Banking,Delivered,2023-06-30 21:53:00,2.9,60.0,Mumbai
ORD004678,CUST0023,Farmhouse Pizza,Pizza,2,638.04,UPI,Delivered,2023-06-23 10:15:00,3.2,28.0,Bangalore
ORD002787,CUST0246,Mushroom Risotto,MAIN COURSE,1,291.47,UPI,Delivered,2023-08-05 15:04:00,3.3,41.0,Mumbai
ORD004710,CUST0459,Masala Chai,Drinks,1,41.52,Credit Card,Delivered,2022-11-30 09:32:00,4.3,66.0,Delhi
ORD001550,CUST0426,Club Sandwich,Sandwiches,1,162.01,Net Banking,Delivered,31/12/2022 16:35,4.4,51.0,Bangalore
ORD001459,CUST0662,Veg Manchurian,Starters,3,499.37,Digital Wallet,Delivered,2023-03-26 11:57:00,2.9,29.0,Chennai
ORD003019,CUST0140,Veg Supreme Pizza,Pizza,1,305.67,UPI,Delivered,2023-10-03 13:05:00,3.5,74.0,Chennai
ORD001948,CUST0504,Chicken Tikka Masala,Main Course,2,639.11,Cash,Delivered,2023-08-19 08:55:00,2.6,24.0,Delhi
ORD004286,CUST0084,Cold Coffee,Drinks,2,207.58,Digital Wallet,In Progress,2022-10-11 13:48:00,5.0,67.0,Bangalore
ORD005834,CUST0503,Spring Rolls,Starters,4,471.64,Credit Card,Delivered,2023-05-12 09:00:00,,15.0,Hyderabad
ORD001532,CUST0769,Farmhouse Pizza,Pizza,5,1594.19,Credit Card,Delivered,2022-10-17 12:53:00,3.2,40.0,Mumbai
ORD004922,CUST0771,Veg Supreme Pizza,Pizza,1,291.31,,In Progress,2023-09-23 12:58:00,5.0,44.0,
ORD002829,CUST0528,Veg Biryani,Main Course,4,1012.09,Credit Card,Pending,2023-07-04 12:07:00,4.2,35.0,Hyderabad
ORD005775,CUST0601,Paratha,Breads,1,48.89,Digital Wallet,In Progress,2022-11-25 21:51:00,3.1,,Bangalore
ORD006343,CUST0713,Strawberry Shake,Drinks,1,114.92,Cash,Delivered,2022-12-24 19:14:00,3.5,52.0,Hyderabad
ORD005819,CUST0075,Cheesecake,Desserts,5,859.5,Debit Card,Delivered,2023-05-05 20:33:00,4.7,42.0,Pune
ORD004447,CUST0377,Mojito,Drinks,5,639.64,Cash,Delivered,2023-03-25 18:23:00,3.3,56.0,Delhi
ORD002602,CUST0670,Masala Chai,Drinks,1,39.94,,Cancelled,2022-10-03 13:47:00,2.6,26.0,Delhi
ORD003238,CUST0492,Grilled Salmon,Main Course,2,881.54,UPI,Delivered,2022-10-16 12:19:00,3.9,58.0,Bangalore
ORD001639,CUST0749,Veg Biryani,Main Course,1,258.04,Credit Card,In Progress,2022-10-04 17:54:00,3.8,41.0,Chennai
ORD006850,CUST0551,Spring Rolls,STARTERS,1,124.21,Net Banking,Pending,2023-08-08 21:12:00,3.3,,Bangalore
ORD001967,CUST0104,Pasta Arrabbiata,Main Course,1,242.06,Cash,Delivered,2023-06-02 14:48:00,3.2,15.0,Pune
ORD006114,CUST0485,Pasta Arrabbiata,Main Course,2,493.49,Net Banking,Cancelled,26/10/2022 19:23,,68.0,Bangalore
ORD004790,CUST0695,Fish Curry,Main Course,2,662.24,Debit Card,In Progress,2023-08-11 21:42:00,3.9,28.0,Chennai
ORD002683,CUST0727,Cheesecake,Desserts,1,185.63,Debit Card,Cancelled,2023-05-26 19:25:00,2.8,35.0,Pune
ORD003248,CUST0237,Butter Chicken,Main Course,2,624.64,UPI,Pending,2023-08-05 10:21:00,3.8,29.0,Delhi
ORD005438,CUST0188,Pepperoni Pizza,Pizza,1,351.66,UPI,Pending,2023-07-11 13:01:00,4.8,29.0,Hyderabad
ORD006412,CUST0533,Gulab Jamun,Desserts,1,78.07,Credit Card,Cancelled,2023-04-05 20:57:00,,46.0,Chennai
ORD006505,CUST0121,Mojito,Drinks,1,129.18,,Cancelled,2023-06-30 19:11:00,3.2,25.0,Mumbai
ORD001155,CUST0680,Grilled Salmon,Main Course,5,2273.11,Credit Card,Delivered,2022-12-16 12:37:00,3.3,56.0,Pune
ORD003295,CUST0722,Kheer,Desserts,1,91.87,Debit Card,Delivered,2023-06-11 19:53:00,3.9,25.0,Bangalore
ORD005476,CUST0663,Chicken Fried Rice,Main Course,4,1000.33,Digital Wallet,Delivered,2022-11-01 15:17:00,4.2,43.0,Delhi
ORD005100,CUST0568,Watermelon Juice,Drinks,5,354.86,UPI,Delivered,2022-11-27 21:03:00,3.2,59.0,Chennai
ORD002089,CUST0322,Cheese Burst Burger,Burgers,2,460.63,Credit Card,Delivered,2022-11-14 14:29:00,2.9,,Chennai
ORD004827,CUST0280,Chicken Burger,Burgers,1,202.13,Net Banking,In Progress,2022-11-22 21:19:00,3.9,73.0,Bangalore
ORD003319,CUST0334,Egg Curry,Main Course,1,188.32,Credit Card,Delivered,2023-08-17 09:12:00,3.9,47.0,Hyderabad
ORD003940,CUST0724,Margherita Pizza,Pizza,2,559.58,Debit Card,Cancelled,2023-08-20 20:54:00,4.7,21.0,Hyderabad
ORD006119,CUST0492,Paratha,Breads,5,256.87,UPI,Delivered,2023-10-20 10:32:00,4.9,38.0,Pune
ORD001288,CUST0192,Paneer Butter Masala,Main Course,3,803.26,Debit Card,Delivered,2022-11-22 20:34:00,3.0,22.0,Bangalore
ORD001930,CUST0200,Mango Lassi,Drinks,2,159.39,UPI,Delivered,2023-03-25 20:54:00,2.5,,Pune
ORD003909,CUST0250,Ice Cream Sundae,Desserts,1,154.14,Digital Wallet,Cancelled,2023-04-12 20:33:00,3.9,17.0,Delhi
ORD004660,CUST0036,Kheer,Desserts,2,182.54,Digital Wallet,Delivered,09/07/2023 13:04,4.2,45.0,Delhi
ORD005701,CUST0598,Dal Makhani,Main Course,1,226.03,Debit Card,Cancelled,2023-07-15 17:58:00,3.1,44.0,Chennai
ORD003884,CUST0689,Fish Fingers,Starters,1,219.21,Net Banking,Delivered,2023-02-13 20:43:00,4.6,63.0,Hyderabad
ORD004450,CUST0543,Paneer Tikka,Starters,1,208.66,Net Banking,Pending,2023-05-21 21:49:00,2.9,63.0,Mumbai
ORD004288,CUST0325,Palak Paneer,Main Course,2,516.69,Net Banking,Pending,2023-01-31 13:12:00,4.0,41.0,Hyderabad
ORD006497,CUST0710,Veg Supreme Pizza,Pizza,2,576.71,Net Banking,Delivered,2023-08-21 19:57:00,4.2,34.0,Bangalore
ORD004000,CUST0602,Palak Paneer,Main Course,2,542.93,Debit Card,Delivered,2023-06-15 19:08:00,3.6,44.0,Bangalore
ORD006753,CUST0586,Paneer Tikka,Starters,1,194.77,Debit Card,Delivered,2023-04-10 19:00:00,3.4,62.0,Pune
ORD004422,CUST0679,Margherita Pizza,PIZZA,2,550.96,Digital Wallet,In Progress,2022-11-08 21:58:00,3.9,,Chennai
ORD006973,CUST0010,Fish Fingers,Starters,1,228.82,Digital Wallet,Delivered,2023-07-06 17:13:00,3.2,18.0,Delhi
ORD001942,CUST0683,Garlic Naan,Breads,1,58.05,UPI,Delivered,2023-10-25 21:20:00,3.3,53.0,Chennai
ORD003354,CUST0659,Spring Rolls,Starters,1,118.8,Cash,Delivered,2023-09-19 12:18:00,2.8,60.0,Chennai
ORD006313,CUST0699,Garlic Bread,Starters,3,279.58,Net Banking,Delivered,2022-10-04 21:20:00,4.7,48.0,Mumbai
ORD006637,CUST0624,Cheesecake,Desserts,2,343.14,UPI,In Progress,2022-12-20 21:45:00,3.3,54.0,Chennai
ORD006647,CUST0650,Pasta Arrabbiata,Main Course,3,739.47,Credit Card,In Progress,2023-09-09 13:38:00,,65.0,Delhi
ORD002698,CUST0798,Watermelon Juice,Drinks,5,363.06,Debit Card,Delivered,2022-10-02 21:04:00,2.8,43.0,Bangalore
ORD006701,CUST0187,Tandoori Roti,Breads,3,92.64,Debit Card,Delivered,2023-06-08 19:27:00,4.0,75.0,Hyderabad
ORD005480,CUST0458,Fresh Lime Soda,Drinks,4,241.94,Net Banking,In Progress,2023-02-27 20:34:00,3.6,33.0,Chennai
ORD004620,CUST0389,Veg Biryani,Main Course,1,272.66,UPI,In Progress,2023-05-14 13:27:00,2.6,23.0,Chennai
ORD005059,CUST0168,Chicken Biryani,Main Course,1,343.69,Digital Wallet,Delivered,2023-06-28 12:20:00,3.5,46.0,Hyderabad
ORD006422,CUST0519,Veg Manchurian,Starters,2,306.41,Cash,Pending,2023-06-14 08:51:00,3.8,61.0,Mumbai
ORD001985,CUST0281,Cheesecake,Desserts,1,176.76,Net Banking,Pending,2023-06-15 22:07:00,3.7,68.0,Delhi
ORD006164,CUST0341,Tiramisu,Desserts,1,99999.0,Cash,In Progress,2022-12-22 12:15:00,4.0,46.0,Chennai
ORD003363,CUST0425,Dal Makhani,Main Course,3,665.92,Cash,In Progress,2023-05-27 20:35:00,2.8,55.0,Hyderabad
ORD005204,CUST0234,Dal Makhani,Main Course,2,445.49,Credit Card,Delivered,2023-07-29 08:43:00,3.9,60.0,Hyderabad
ORD006782,CUST0789,Mushroom Risotto,Main Course,2,622.34,Digital Wallet,In Progress,2022-10-28 08:39:00,2.7,37.0,Bangalore
ORD001981,CUST0119,Rasgulla,Desserts,1,68.88,Digital Wallet,Delivered,31/07/2023 21:47,2.8,35.0,Hyderabad
ORD006117,CUST0083,Watermelon Juice,Drinks,1,70.99,Digital Wallet,Delivered,2023-03-07 19:43:00,,71.0,Delhi
ORD004333,CUST0520,Palak Paneer,Main Course,1,258.25,Net Banking,Pending,2023-10-19 08:42:00,4.7,52.0,Chennai
ORD006748,CUST0279,Palak Paneer,Main Course,3,764.71,Digital Wallet,In Progress,2023-08-30 15:44:00,,26.0,Mumbai
ORD004516,CUST0124,Fish Fingers,Starters,2,418.21,,Delivered,2023-05-29 17:56:00,3.4,26.0,Bangalore
ORD005414,CUST0399,Spring Rolls,Starters,1,123.02,UPI,Delivered,2023-06-06 22:14:00,3.0,43.0,Pune
ORD006645,CUST0177,Cold Brew Coffee,Drinks,1,155.99,Credit Card,Delivered,2023-01-12 16:35:00,5.0,34.0,Bangalore
ORD002473,CUST0002,Cheesecake,Desserts,1,181.03,Digital Wallet,Delivered,2023-09-15 13:10:00,2.5,,Bangalore
ORD005595,CUST0544,Paratha,Breads,2,98.16,Cash,In Progress,2023-05-05 08:12:00,3.7,36.0,Pune
ORD004428,CUST0250,Margherita Pizza,Pizza,1,278.96,Credit Card,Delivered,2023-04-12 22:46:00,,73.0,Hyderabad
ORD006420,CUST0524,Veg Manchurian,Starters,3,492.52,Credit Card,Delivered,2023-04-21 19:55:00,4.4,16.0,Pune
ORD002457,CUST0027,Veg Fried Rice,Main Course,2,381.63,UPI,Delivered,08/07/2023 09:17,4.6,,Delhi
ORD002395,CUST0370,Palak Paneer,Main Course,4,1060.72,UPI,In Progress,2023-10-14 12:54:00,4.7,26.0,Bangalore
ORD001264,CUST0758,Ice Cream Sundae,Desserts,3,445.01,Credit Card,In Progress,2023-07-04 12:48:00,4.3,47.0,Pune
ORD003748,CUST0736,Palak Paneer,Main Course,2,499.06,UPI,Delivered,2023-09-04 19:57:00,4.8,72.0,Delhi
ORD005898,CUST0168,Masala Chai,Drinks,1,41.67,Digital Wallet,Cancelled,2023-10-26 21:34:00,,37.0,Hyderabad
ORD003692,CUST0400,Garlic Naan,Breads,1,59.0,Credit Card,Delivered,2022-11-03 12:48:00,4.5,70.0,Pune
ORD005756,CUST0735,Chocolate Brownie,Desserts,3,352.62,Credit Card,Pending,2023-02-25 11:49:00,4.3,37.0,Pune
ORD001929,CUST0519,Gulab Jamun,Desserts,3,235.82,Cash,Cancelled,2023-05-19 09:13:00,2.6,55.0,Pune
ORD006267,CUST0426,Cold Brew Coffee,Drinks,3,460.56,Net Banking,Delivered,2022-12-16 18:27:00,4.1,47.0,Pune
ORD004303,CUST0211,Pasta Arrabbiata,Main Course,1,250.75,Credit Card,Delivered,2023-02-27 19:10:00,4.5,49.0,Mumbai
ORD003400,CUST0724,Bruschetta,Starters,3,375.58,Credit Card,Delivered,2023-10-09 11:03:00,4.9,24.0,Hyderabad
